@relation 'dr-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DSparse1_clustered-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,12'

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute Cluster {cluster0,cluster1}
@attribute Class {0,1}

@data
19,179.542533,-63.606663,41.891381,78.116558,34.818889,-68.029198,77.942286,-252.676387,-125.181423,-16.946732,cluster0,1
20,168.837176,-61.998982,88.353249,54.474242,68.437585,-64.440727,64.08588,-163.713683,-122.128702,-14.053907,cluster1,0
21,77.0285,-24.170497,20.793272,-8.22094,71.207576,-24.326926,31.176915,-330.886157,-49.406011,-22.552952,cluster0,1
22,165.477056,-51.05267,78.229514,102.227126,-1.501517,-54.602429,64.08588,-65.35627,-109.631794,-3.292487,cluster0,1
23,47.681504,-14.00144,24.248711,-3.884022,47.459366,-13.711373,15.588457,-141.064192,-31.992833,-16.962346,cluster1,0
24,25.273727,-8.365982,12.144461,3.327749,13.676448,-5.490424,6.928203,-239.659429,-16.280871,-4.71383,cluster0,1
25,159.427794,-47.739855,32.958819,47.797804,31.620119,-63.111397,67.549981,-162.281067,-104.692261,-23.576946,cluster0,1
26,233.031448,-81.482047,98.783797,86.562315,92.236851,-93.455084,95.262794,-198.847095,-172.21154,-36.576702,cluster1,0
27,391.296128,-98.745637,42.866453,127.507908,54.600222,-133.349171,169.740979,-590.729985,-257.546534,-58.98004,cluster0,1
28,198.394911,-75.358209,102.220607,112.090557,30.474438,-78.794313,77.942286,-133.552963,-151.449743,-9.017353,cluster1,0
29,399.220607,-143.741313,114.320754,275.783408,-25.714513,-142.04707,178.401233,-142.67208,-276.276508,-0.029706,cluster0,1
30,58.139384,-19.038308,29.444864,34.590324,-0.574726,-15.602709,19.052559,-74.072668,-38.855461,-0.537997,cluster1,0
31,194.961511,-65.817931,107.38715,125.701024,5.809586,-64.08588,72.746134,-86.527113,-128.93199,-1.019068,cluster0,1
32,406.15627,-120.015583,53.713402,175.33149,58.000749,-143.25614,183.597386,-441.808354,-277.989379,-44.233195,cluster0,1
33,40.740433,-9.342672,22.51666,-40.175092,94.001136,-20.102192,15.588457,-349.838403,-30.27365,-31.923695,cluster1,0
34,276.212922,-105.772718,121.368152,170.538628,10.043995,-107.269532,110.851252,-144.134231,-201.708506,-5.325772,cluster0,1
35,141.159117,-51.961524,81.406388,97.260341,-1.340245,-50.229473,51.961524,-59.818612,-101.327996,-0.005229,cluster1,0
36,11.291577,-3.120187,5.196152,-4.829342,11.123429,-0.343914,1.732051,-86.838146,-6.028931,-2.547111,cluster0,1
37,309.154344,-115.49105,142.030828,199.404897,12.50325,-114.871707,124.707658,-151.368503,-224.314642,-5.880312,cluster0,1
38,194.815965,-71.734273,103.938817,105.866529,32.233767,-72.025944,74.478185,-135.077543,-139.464586,-6.833341,cluster1,0
39,70.218708,-24.816531,26.437805,2.427847,40.329892,-28.877044,27.712813,-99.248856,-48.887654,-8.415959,cluster0,1
40,333.477543,-124.233592,180.236223,231.477297,12.551173,-123.449673,131.635861,-165.374446,-251.852691,-3.581232,cluster0,1
41,21.654548,-7.388399,10.392305,-40.528181,76.401549,-8.200059,8.660254,-128.537796,-16.45057,-22.615524,cluster1,0
42,200.383734,-57.940616,110.92573,57.194375,92.019853,-84.087551,74.478185,-358.304477,-142.784686,-37.416257,cluster0,1
43,54.547706,-19.052559,17.320508,35.788077,-5.700358,-17.320508,22.51666,-19.89109,-35.518936,0,cluster1,0
44,23.394474,-6.32838,13.856406,-22.140104,41.392036,-4.063925,5.196152,-143.07225,-12.978593,-8.922135,cluster1,0
45,163.713673,-58.844904,74.478185,92.83456,11.629857,-57.2025,64.08588,-88.966499,-111.682406,-1.700659,cluster0,1
46,293.558031,-102.71861,152.420471,161.726449,41.052067,-103.395436,110.851252,-172.933362,-207.004653,-13.194692,cluster0,1
47,32.052726,-11.988738,19.067444,-6.161168,34.044198,-10.527923,12.124356,-77.112802,-23.367937,-5.012908,cluster1,0
48,191.743598,-63.358282,95.553301,30.550016,94.77628,-63.081427,72.746134,-200.277691,-133.841976,-5.085194,cluster0,1
49,70.02674,-21.480335,27.732849,-29.581491,80.486011,-23.552986,24.248711,-140.514388,-46.010646,-19.3419,cluster1,0
50,99.641971,-34.641016,45.033321,62.026594,-2.317179,-32.908965,38.105118,-46.826399,-70.099008,-0.279532,cluster1,0
51,170.633604,-57.157677,107.38715,112.178714,-4.119368,-53.693575,55.425626,-64.191544,-111.690678,-0.005395,cluster0,1
52,85.752237,-30.461001,34.7121,29.091893,24.760518,-30.160777,32.908965,-84.28176,-59.675718,-7.499316,cluster1,0
53,56.304358,-20.055777,29.444864,-6.659211,48.887139,-18.049341,19.052559,-125.731098,-40.690488,-7.703097,cluster1,0
54,214.008327,-77.608922,93.530744,124.951398,13.080709,-76.5436,84.87049,-115.354553,-151.454394,-4.427841,cluster0,1
55,425.533067,-140.088522,120.826122,221.696445,17.698215,-166.484471,185.329436,-200.385716,-287.051289,-23.314199,cluster0,1
56,89.388794,-31.672851,24.608212,13.718411,40.62269,-30.680978,36.373067,-147.274579,-57.631867,-7.783273,cluster0,1
57,68.449662,-22.480332,32.917291,-52.255826,108.624612,-24.285039,25.980762,-231.149548,-49.329793,-15.90209,cluster1,0
58,243.623131,-78.580705,86.880583,154.87906,-19.749983,-77.303868,95.262794,-83.139388,-165.093196,-2.90488,cluster0,1
59,33.796115,-10.042952,17.320508,-111.723405,159.062817,-10.741658,10.392305,-310.0251,-23.361562,-29.812438,cluster0,1
60,134.213532,-49.233506,64.087681,58.537551,37.888837,-49.49339,53.693575,-127.33104,-101.343576,-6.743038,cluster0,1
61,110.032835,-37.399345,53.70024,8.808592,75.761418,-40.542941,41.569219,-201.980574,-77.021987,-18.842724,cluster1,0
62,78.900654,-28.0167,39.870976,9.989322,57.647282,-32.605079,31.176915,-152.881165,-59.629602,-17.413216,cluster0,1
63,66.782319,-21.313129,36.383373,-42.192475,110.456618,-23.720192,22.51666,-239.86964,-47.533034,-29.065532,cluster1,0
64,368.180263,-125.794284,43.30127,219.71834,-9.042843,-125.353083,174.937132,-356.68384,-253.625977,-11.514456,cluster0,1
65,87.50271,-25.980762,38.105118,58.365041,-9.146475,-22.51666,31.176915,-32.446837,-57.989558,-0.094918,cluster0,1
66,283.34629,-99.892313,159.38409,176.419739,22.108025,-99.29353,105.655099,-154.491616,-201.617038,-6.360996,cluster1,0
67,246.794962,-92.111004,124.707658,142.090122,40.170299,-93.218432,96.994845,-158.831094,-182.753638,-15.00752,cluster0,1
68,215.699764,-80.54459,86.650667,55.092227,98.997818,-82.268185,86.60254,-262.547937,-158.381722,-21.296777,cluster0,1
69,362.924866,-121.569896,228.630707,195.214034,59.544417,-122.649268,126.439709,-197.431255,-243.292917,-11.47465,cluster1,0
70,319.700239,-112.359395,197.545513,216.134642,4.721437,-111.075159,114.315353,-130.727082,-222.40199,-0.749955,cluster0,1
71,77.115698,-27.442713,36.37982,24.299959,28.378303,-24.518811,27.712813,-122.573936,-54.51341,-5.548848,cluster1,0
72,255.52095,-94.988299,135.099963,159.666894,14.903241,-93.805239,96.994845,-151.866076,-182.687905,-4.439442,cluster0,1
73,298.827179,-103.695526,166.649622,174.756023,36.62751,-105.882621,114.315353,-178.237736,-211.755065,-4.821721,cluster1,0
74,291.842109,-103.583184,119.601245,190.785739,5.581645,-105.994964,121.243557,-142.517469,-203.44524,-7.78354,cluster0,1
75,207.167015,-72.270241,121.386056,124.581444,13.631392,-71.489976,74.478185,-107.22343,-140.94831,-1.680413,cluster0,1
76,182.754618,-59.512209,91.820039,84.576919,39.828347,-63.463398,67.549981,-173.326823,-127.279807,-16.11052,cluster1,0
77,111.747912,-40.66212,57.157677,38.028533,46.41794,-40.744268,43.30127,-126.597395,-78.777677,-10.2984,cluster1,0
78,80.59667,-26.672701,27.712813,3.503274,60.641395,-28.752925,31.176915,-103.65625,-54.503293,-21.523042,cluster1,0
79,134.581287,-46.886662,24.623889,24.621194,52.697261,-48.376132,58.889727,-176.291458,-95.726444,-13.33796,cluster0,1
80,381.939169,-134.547931,142.740995,233.835848,27.141867,-144.312249,164.544827,-191.032061,-268.658061,-17.697442,cluster0,1
81,77.085335,-29.336773,46.77535,46.775381,12.953714,-27.820903,29.444864,-69.351931,-58.014628,-2.028758,cluster1,0
82,258.926321,-93.498548,157.616623,169.247653,10.837068,-91.830888,93.530744,-117.552127,-184.478686,-1.0356,cluster0,1
83,236.635469,-60.301836,46.458378,32.61292,113.392532,-97.314788,103.923048,-477.132416,-157.076459,-57.732801,cluster0,1
84,132.636355,-45.992797,20.971093,78.058046,-12.201631,-45.805895,58.889727,-59.442543,-92.349095,-2.6232,cluster0,1
85,238.151901,-87.445815,138.60422,154.85132,22.172272,-87.491316,90.066642,-126.154688,-174.036036,-7.661678,cluster1,0
86,87.510658,-24.849703,13.856406,-9.937073,74.717054,-27.111821,36.373067,-172.302902,-56.249559,-27.132396,cluster0,1
87,158.532033,-58.745384,74.478185,88.758718,10.357302,-57.302021,60.621778,-87.587362,-111.667893,-1.623179,cluster0,1
88,48.249504,-13.809336,19.807175,18.082957,10.428202,-15.635527,19.052559,-39.313377,-32.979328,-4.280899,cluster0,1
89,64.983972,-24.248711,34.641016,46.570823,1.20907,-22.51666,25.980762,-68.214523,-47.59933,-0.350292,cluster0,1
90,147.040617,-49.022147,59.017033,31.875749,67.006547,-61.829104,58.889727,-158.983856,-109.738475,-21.906598,cluster1,0
91,329.938805,-119.421775,136.832014,228.676022,-9.608276,-117.869186,136.832014,-166.38347,-238.17386,-1.960884,cluster0,1
92,290.06481,-102.657141,156.032221,161.026569,44.147195,-110.385108,109.119201,-169.621748,-206.886123,-18.292532,cluster0,1
93,56.361285,-18.165157,32.908965,-43.662808,106.132712,-16.47586,17.320508,-155.400092,-37.169459,-29.823421,cluster1,0
94,172.440552,-46.081698,30.317745,22.919135,77.222746,-68.233655,76.210236,-256.039338,-117.724012,-37.317663,cluster0,1
95,132.505138,-39.754863,60.897136,-8.158193,118.749131,-52.04383,50.229473,-194.545019,-92.411764,-41.573908,cluster1,0
96,274.514924,-96.455052,164.544827,138.906309,61.573854,-95.802588,100.458947,-188.631465,-194.870845,-9.805803,cluster0,1
97,111.727581,-35.219206,55.425626,-33.297878,134.708282,-37.526928,39.837169,-190.288785,-78.798008,-36.291335,cluster1,0
98,236.450842,-82.45269,142.028166,138.955796,26.686334,-82.092136,84.87049,-134.856064,-163.652895,-6.44114,cluster1,0
99,47.742169,-16.672782,8.660254,-27.340384,57.396393,-14.504133,17.320508,-191.89733,-26.736016,-12.947326,cluster0,1
100,182.751914,-69.282032,88.334591,111.130011,14.375622,-67.549981,72.746134,-116.67387,-134.213383,-1.926761,cluster0,1
101,191.371154,-67.549981,103.923048,131.416901,-5.758437,-65.817931,71.014083,-81.799117,-134.254398,-0.300156,cluster0,1
102,77.126854,-26.48147,19.052559,-9.112368,64.190979,-27.212105,32.908965,-234.804427,-56.241058,-15.834966,cluster0,1
103,61.473906,-21.500255,32.915686,-14.798474,63.604848,-20.068964,20.78461,-144.295862,-42.449143,-11.062858,cluster1,0
104,51.154567,-16.715898,8.660254,-39.651692,89.382868,-19.657169,22.51666,-269.99212,-35.447973,-27.339838,cluster0,1
105,201.777446,-71.006026,119.511506,130.522352,6.535189,-69.29009,72.746134,-95.205822,-141.168613,-1.275773,cluster1,0
106,177.902373,-29.281353,21.101509,2.780515,49.3461,-81.569899,79.674337,-166.127114,-90.644226,-43.047998,cluster0,1
107,6.139155,-1.655731,3.464102,-17.256528,21.816436,-0.076319,1.732051,-60.275969,-2.521099,-2.356805,cluster1,0
108,80.644819,-30.853295,25.987505,42.816887,3.029237,-28.036433,31.176915,-95.437473,-57.919246,-2.381646,cluster0,1
109,210.508886,-77.905492,105.655099,141.915547,-2.261073,-76.247029,81.406388,-95.130488,-153.221784,-0.536142,cluster0,1
110,158.452629,-58.401961,74.542984,64.375612,57.724423,-61.109545,62.353829,-141.721964,-118.617347,-21.674778,cluster1,0
111,120.463441,-43.30127,71.014083,85.431049,0.102673,-39.837169,43.30127,-55.144808,-85.650605,-0.042505,cluster1,0
112,250.375113,-87.836102,154.152522,109.902297,94.146966,-90.565131,91.798693,-220.198155,-179.173487,-27.634957,cluster1,0
113,176.492205,-35.382968,6.075982,-1.242547,94.07087,-68.540081,83.138439,-283.882015,-102.187847,-45.968266,cluster0,1
114,269.393842,-96.775632,138.564065,174.921553,11.677284,-95.482008,103.923048,-123.764586,-193.063724,-6.039084,cluster0,1
115,25.207045,-8.527226,12.124356,-18.374482,43.039325,-7.061232,8.660254,-67.646264,-14.630124,-12.025733,cluster1,0
116,205.259939,-69.282032,124.707658,135.386631,-3.007644,-65.817931,69.282032,-80.549823,-139.418172,-0.047562,cluster1,0
117,187.942055,-73.72265,102.190998,95.144274,49.17325,-73.501668,74.478185,-153.639111,-144.6117,-7.593392,cluster1,0
118,40.75902,-12.203521,15.588457,-3.402351,35.997087,-12.045191,13.856406,-263.92455,-26.790962,-12.817557,cluster0,1
119,335.271416,-124.332652,164.607406,189.839468,47.287298,-130.278817,131.635861,-214.738939,-250.099178,-17.639223,cluster1,0
120,54.600686,-16.904518,25.982505,6.506075,36.039496,-19.468549,20.78461,-168.083472,-35.464213,-11.1827,cluster0,1
121,44.277684,-16.821923,15.588457,-1.271043,32.364334,-14.354991,15.588457,-130.429627,-30.2005,-8.470717,cluster0,1
122,226.100359,-77.874587,93.530744,143.596845,-8.348239,-78.009985,88.334591,-81.954234,-153.218768,-2.602633,cluster0,1
123,170.693766,-60.414663,100.458947,91.957174,35.48326,-62.560944,64.08588,-126.411671,-123.754871,-7.948388,cluster1,0
124,111.688428,-39.796644,36.374828,73.393022,-2.144873,-38.145643,48.497423,-97.636776,-75.373059,-1.280912,cluster0,1
125,71.867156,-25.980762,32.908965,48.385111,-4.413442,-24.248711,25.980762,-27.631472,-49.3764,-0.008023,cluster1,0
126,231.223975,-84.67614,133.367912,164.299173,3.57003,-83.332789,88.334591,-108.531914,-170.611813,-1.110193,cluster1,0
127,400.977298,-135.975906,192.358047,247.273991,18.578902,-135.956071,154.152522,-176.757449,-269.225957,-13.404431,cluster0,1
128,300.621032,-107.871868,133.37855,182.952626,14.451075,-108.634483,119.511506,-150.127697,-208.591267,-7.696763,cluster0,1
129,437.476275,-159.537341,69.282032,236.066839,10.532821,-159.160007,195.721741,-458.863124,-321.161979,-24.232548,cluster0,1
130,226.084956,-76.210236,133.367912,147.561403,4.440161,-74.478185,81.406388,-100.836205,-154.966222,-0.693376,cluster0,1
131,72.018243,-23.370953,29.525596,8.197227,36.081561,-21.662368,25.980762,-103.585841,-47.414248,-5.197845,cluster1,0
132,276.288315,-102.904438,150.693739,165.049728,40.148041,-103.209608,105.655099,-171.66924,-201.752389,-15.321718,cluster0,1
133,302.260535,-105.479192,171.483691,193.870217,4.325691,-104.098956,109.119201,-125.601455,-210.421175,-2.022931,cluster0,1
134,129.081694,-46.765372,64.08588,86.594613,-6.288411,-45.033321,48.497423,-44.151782,-87.424657,0,cluster0,1
135,66.778003,-21.95744,38.105118,-1.900827,46.468384,-19.611779,20.78461,-133.881612,-42.341198,-6.424772,cluster0,1
136,167.147973,-60.523923,90.066642,108.977516,6.717161,-58.987583,64.08588,-85.285186,-120.372461,-0.817223,cluster1,0
137,309.232382,-105.575492,199.185843,195.096144,18.998334,-104.002655,107.38715,-135.747847,-210.38286,-2.215733,cluster0,1
138,65.016573,-25.439777,27.719492,8.819021,39.017618,-23.057646,24.248711,-167.725728,-49.29878,-7.911078,cluster1,0
139,71.876222,-25.833694,38.11357,31.517633,15.863687,-22.663729,24.248711,-123.19609,-51.099386,-3.576964,cluster1,0
140,279.756111,-96.821791,164.616712,180.476907,12.205346,-95.435849,102.190998,-142.16363,-196.541886,-1.956855,cluster0,1
141,37.26666,-13.85465,15.588457,15.060734,4.747761,-12.126112,13.856406,-29.788267,-23.355119,-0.105347,cluster0,1
142,49.335574,-8.511093,27.882564,-85.685705,151.446026,-22.665821,15.588457,-238.816645,-33.633113,-46.658778,cluster1,0
143,174.131425,-67.528753,81.406388,100.667087,18.174158,-65.839159,69.282032,-118.76058,-125.513365,-3.927157,cluster1,0
144,212.245011,-59.569218,102.320197,47.112717,114.657924,-80.726897,81.406388,-210.654683,-144.430949,-43.324686,cluster1,0
145,368.869456,-120.870772,66.144886,183.774425,0.848932,-140.6689,164.544827,-158.85588,-256.871656,-20.969009,cluster0,1
146,84.121042,-31.084366,39.837169,37.209216,14.534691,-27.805362,29.444864,-137.294596,-59.639175,-2.760446,cluster1,0
147,285.032066,-101.404075,147.224319,177.89819,20.139591,-101.245869,110.851252,-158.6248,-205.138313,-4.272654,cluster0,1
148,148.174787,-55.425626,64.08588,93.831928,-1.27551,-53.693575,58.889727,-69.629563,-106.436682,-0.153747,cluster0,1
149,115.245873,-38.930511,17.320508,31.762485,43.675875,-39.011775,51.961524,-345.529206,-82.207919,-18.575741,cluster0,1
150,144.641498,-55.425626,69.282032,100.582965,-4.535825,-53.693575,57.157677,-59.385645,-108.23792,-0.127314,cluster0,1
151,75.397703,-27.55582,43.308023,40.8656,11.293934,-26.137755,27.712813,-55.972907,-54.506108,-1.497351,cluster1,0
152,373.285994,-138.1107,187.061487,263.265224,5.746399,-137.285378,150.68842,-185.627306,-274.501008,-3.798604,cluster1,0
153,66.801978,-25.676326,17.320508,35.915894,5.17326,-24.553147,29.444864,-55.823442,-50.977477,-2.72418,cluster1,0
154,113.507156,-34.476095,50.229473,63.448369,-0.152893,-33.073886,41.569219,-74.466563,-71.822281,-2.271044,cluster0,1
155,246.885824,-88.280697,117.779455,163.238653,-3.657133,-86.656435,95.262794,-120.754685,-170.538421,-3.142028,cluster0,1
156,50.916476,27.549131,33.690541,-134.876546,135.180784,-60.458096,19.052559,-228.840959,-19.173837,-73.074877,cluster0,1
157,205.26969,-77.801027,98.726896,130.32465,9.699812,-76.351495,81.406388,-122.62927,-149.800725,-2.723894,cluster0,1
158,201.838607,-72.746134,110.851252,133.705122,-0.372053,-71.014083,74.478185,-90.548403,-142.839504,-1.093996,cluster1,0
159,326.491584,-106.628799,195.727251,168.833341,66.179529,-120.269856,116.047404,-192.343442,-224.297819,-26.04061,cluster0,1
160,134.276013,-51.86494,67.549981,88.841055,0.384559,-50.326058,51.961524,-71.034963,-99.550846,-0.338044,cluster1,0
161,219.238694,-78.696151,126.571028,115.082174,41.915003,-78.920472,81.406388,-156.834833,-154.85748,-7.061696,cluster1,0
162,79.152119,-17.614477,14.23448,7.267599,39.145869,-20.490641,31.176915,-261.744892,-47.158016,-17.680683,cluster0,1
163,92.78118,-33.953913,36.417052,21.081381,45.70302,-35.328119,34.641016,-95.632698,-66.523509,-17.122325,cluster1,0
164,350.799646,-129.217799,180.144004,234.855515,8.004946,-128.857771,136.832014,-171.362735,-260.603569,-4.086597,cluster0,1
165,82.245527,-32.821609,39.837169,48.677862,7.630191,-31.264271,32.908965,-54.454202,-63.246741,-0.267307,cluster1,0
166,158.620867,-51.80119,50.301986,58.7811,37.07438,-53.853909,64.08588,-186.513276,-109.811637,-14.389201,cluster0,1
167,295.336253,-106.747266,174.94248,182.094014,42.147593,-109.759085,110.851252,-171.786758,-219.077489,-15.009774,cluster1,0
168,18.193207,-5.148743,10.392305,-4.699677,15.763746,-1.779461,3.464102,-177.678476,-9.519606,-3.545167,cluster1,0
169,56.28702,-20.529245,27.716173,32.132601,3.175852,-17.575873,19.052559,-50.764391,-38.975775,-1.920278,cluster0,1
170,59.796236,-22.262146,25.980762,13.44793,30.716283,-21.039124,24.248711,-118.030635,-42.394762,-5.646506,cluster1,0
171,214.008327,-77.608922,93.530744,124.951398,13.080709,-76.5436,84.87049,-115.354553,-151.454394,-4.427841,cluster0,1
172,184.534461,-69.174053,100.458947,121.074077,10.44992,-67.657961,71.014083,-107.078679,-134.162887,-2.891737,cluster1,0
173,63.313093,-24.020207,32.908965,-2.19248,55.109946,-22.745165,24.248711,-94.114476,-47.538159,-10.948563,cluster0,1
174,56.377675,-22.434442,27.712813,16.732125,23.562714,-20.866828,22.51666,-75.124422,-42.349221,-1.723181,cluster1,0
175,73.579086,-24.593706,39.837169,-3.652689,73.169986,-29.099869,27.712813,-138.43157,-54.592674,-24.307637,cluster0,1
176,343.772281,-119.03709,200.917894,220.630064,21.165191,-118.253871,126.439709,-171.579981,-239.928841,-5.943525,cluster0,1
177,32.157913,-11.745785,17.320508,-57.905999,91.116284,-10.770876,12.124356,-129.670148,-23.267712,-12.358493,cluster1,0
178,291.911093,-101.496811,128.17176,172.678298,10.924952,-101.153134,114.315353,-143.445949,-203.455438,-5.459327,cluster0,1
179,262.445552,-98.726896,140.296115,189.716089,-0.078022,-96.994845,103.923048,-114.095303,-191.35176,-0.196692,cluster0,1
180,144.695694,-51.341322,15.694215,74.015895,-8.58186,-49.117625,62.353829,-75.478628,-92.503849,-3.757061,cluster0,1
181,54.634226,-20.575885,27.712813,31.695342,4.844913,-19.261283,20.78461,-54.243496,-38.896518,-1.457497,cluster1,0
182,290.265523,-95.804213,73.64264,96.360847,96.715185,-113.773935,126.439709,-575.260624,-207.762879,-48.123125,cluster0,1
183,229.49558,-82.654421,121.243557,127.129178,29.613723,-85.354508,86.60254,-144.915756,-161.947902,-7.99652,cluster1,0
184,302.297538,-108.851596,166.28507,211.494438,6.361209,-107.654755,117.779455,-132.048334,-215.580192,-1.155077,cluster0,1
185,96.106797,-30.02984,27.758598,-0.677391,82.246379,-32.323989,39.837169,-371.114058,-66.660194,-28.719067,cluster0,1
186,300.594536,-103.305134,161.183249,197.568314,-3.209412,-102.808912,110.851252,-113.539535,-206.854787,-2.60189,cluster0,1
187,212.197487,-78.780214,128.17176,121.870183,37.840102,-78.836409,79.674337,-140.007362,-158.461386,-6.035333,cluster1,0
188,361.400493,-120.979135,133.155532,193.155204,46.891413,-140.560537,154.152522,-209.127158,-264.329618,-26.701623,cluster0,1
189,229.525557,-82.798953,27.712813,92.232824,31.799569,-81.745873,103.923048,-174.852303,-154.989722,-14.623142,cluster0,1
190,416.685693,-159.299901,230.362757,288.524024,9.817751,-157.665396,161.080725,-193.060424,-317.703849,-1.636591,cluster0,1
191,151.681665,-47.701599,12.293483,2.716968,103.128645,-52.757348,71.014083,-328.7912,-99.36176,-32.208425,cluster0,1
192,196.67681,-74.281162,105.655099,120.238091,14.296735,-72.943156,74.478185,-105.853113,-146.26925,-2.49739,cluster1,0
193,175.867986,-65.817931,103.923048,122.520724,4.259217,-64.08588,65.817931,-100.056333,-128.972956,-1.485582,cluster1,0
194,326.573316,-125.996756,164.544827,211.982252,16.452752,-125.150611,128.17176,-203.207585,-239.807298,-6.533545,cluster1,0
195,21.611179,-5.769473,12.124356,-50.130804,76.125512,-4.622831,5.196152,-139.116779,-13.029837,-16.164879,cluster1,0
196,307.504658,-109.593393,128.208912,192.11428,15.949839,-110.377059,126.439709,-158.548025,-217.304083,-10.203511,cluster0,1
197,203.537754,-72.199447,93.530744,114.807058,13.280132,-71.56077,77.942286,-121.969802,-141.140357,-5.015721,cluster0,1
198,42.401801,-12.560086,19.052559,-31.210894,76.966089,-16.884778,15.588457,-382.406286,-28.612282,-25.570966,cluster1,0
199,104.89775,-38.105118,48.497423,63.310228,-0.400708,-36.373067,39.837169,-49.239819,-73.503484,0,cluster0,1
200,77.141904,-23.799816,27.712813,6.546173,40.231148,-21.233505,27.712813,-94.017531,-52.761907,-8.534393,cluster1,0
201,177.572324,-63.941165,105.655099,80.327533,47.974892,-62.498544,64.08588,-153.947776,-125.536567,-8.321118,cluster1,0
202,222.616475,-54.603039,112.81856,-12.087953,214.589532,-92.62128,84.87049,-275.486538,-149.558565,-82.949193,cluster0,1
203,213.908223,-81.194544,93.606957,74.044445,75.320472,-85.082333,83.138439,-268.103919,-163.60264,-20.41089,cluster0,1
204,75.423166,-27.354595,31.178596,14.612965,38.023808,-24.606929,27.712813,-155.34581,-51.016543,-9.073146,cluster0,1
205,343.815205,-127.528727,145.492268,222.916351,2.133142,-127.082741,140.296115,-160.794507,-248.546171,-3.412613,cluster0,1
206,51.10843,-17.16951,22.51666,18.99421,11.410025,-15.739456,19.052559,-93.14167,-33.762059,-2.140326,cluster1,0
207,77.1432,-25.980762,39.837169,51.88551,-6.243139,-22.51666,25.980762,-33.431993,-51.02856,0,cluster1,0
208,338.83723,-118.476105,137.075637,218.817932,-2.278972,-118.814856,138.564065,-164.555576,-236.148029,-4.549406,cluster0,1
