@relation 'dr-weka.filters.unsupervised.attribute.RandomProjection-N10-R42-DGaussian_clustered-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,13,12'

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute Cluster {cluster0,cluster1}
@attribute Class {0,1}

@data
47,4.113284,-13.871929,25.561915,-30.406467,-47.529394,75.615782,109.278507,49.833337,75.086819,92.599247,cluster1,0
48,-40.07475,-12.05187,37.350114,-133.918534,-219.754816,175.116751,296.51897,179.056006,293.394827,224.046539,cluster0,1
49,16.710505,-37.196856,50.634004,-52.644599,-93.661441,146.119423,204.424512,103.333545,145.640175,195.524484,cluster1,0
50,-54.046327,49.724507,10.971462,-51.633346,-110.874335,7.521009,57.77579,50.660384,95.426818,18.56255,cluster1,0
51,-106.020507,84.873716,27.698531,-81.824102,-172.867383,0.498555,80.36197,101.202339,169.816111,-0.26727,cluster1,1
52,-28.726257,19.490947,32.693475,-51.61808,-105.174856,58.257986,112.445691,66.480964,106.875606,83.461296,cluster1,0
53,-0.644805,-20.225969,47.043062,-52.074801,-81.637105,120.019609,176.296477,81.048644,116.272876,146.797048,cluster1,0
54,-107.041367,94.212626,24.096062,-116.137133,-248.957507,32.340426,149.421453,117.788184,222.903654,81.986254,cluster0,1
55,-194.940821,160.048995,23.876844,-228.388647,-495.303194,40.839011,256.446492,179.866954,390.786906,211.972464,cluster0,1
56,-20.555569,-7.663064,58.889567,-74.900527,-121.924898,130.658922,203.920611,86.660277,138.580931,176.78529,cluster1,1
57,29.235015,-73.759642,89.863845,-85.585696,-111.894549,243.693578,330.646881,142.289153,192.701915,300.083944,cluster0,0
58,-137.789177,127.470564,8.919307,-118.243528,-264.01591,-8.104281,101.029204,98.632604,207.199739,43.734621,cluster0,1
59,75.700385,-129.775099,134.139197,-81.939447,-92.033968,351.04343,443.315365,175.019977,214.318247,435.519173,cluster0,1
60,-49.475342,36.884547,31.363111,-86.996317,-171.027705,79.796485,170.817811,103.683603,176.066682,122.404814,cluster1,1
61,-18.77477,-10.08192,86.971387,-89.714496,-155.869311,177.987916,276.797557,134.982252,194.664298,243.480135,cluster0,0
62,-11.608762,-0.46448,63.724328,-64.201692,-121.317286,128.02607,205.594021,98.326479,142.855619,185.410857,cluster1,1
63,24.556935,-53.788528,109.477725,-74.361151,-118.450175,243.05868,330.213427,147.292393,187.441225,315.872372,cluster0,0
64,-195.790475,156.921946,138.904754,-265.911752,-485.984655,215.077725,440.542783,181.921024,351.83374,385.088244,cluster0,1
65,-51.691447,48.619057,2.276113,-41.078143,-90.104947,2.676185,40.056066,38.584482,78.751747,12.844183,cluster1,1
66,-154.196349,131.242839,45.338672,-154.200909,-321.067779,42.005034,192.926595,179.996549,305.967789,80.943207,cluster0,0
67,-115.541382,109.594744,42.580178,-134.900609,-300.305227,56.438914,199.052693,163.231966,278.618126,119.089557,cluster0,1
68,-52.048221,19.405538,78.595038,-149.490219,-288.335149,201.914235,362.907173,193.92942,316.013414,304.628131,cluster0,1
69,-185.646842,132.1542,71.741941,-193.724346,-383.119911,82.287436,261.708509,265.311356,420.069149,112.094793,cluster0,0
70,-192.047001,161.814851,40.650465,-164.441419,-344.621011,0.149715,159.512719,191.93474,328.387049,18.1653,cluster0,1
71,-27.374602,7.676702,53.629254,-61.855941,-104.024454,100.162325,162.233425,79.070563,115.612729,121.889996,cluster1,0
72,-139.629555,117.677438,50.130068,-143.453126,-300.200788,43.312839,191.132167,156.874398,274.120198,87.089377,cluster0,1
73,-153.649185,119.110743,47.129957,-174.506354,-338.25506,70.221597,229.291107,201.372373,337.559646,110.776472,cluster0,0
74,-158.323072,146.279213,30.194734,-160.042748,-340.398078,25.317821,175.995884,149.171036,288.004217,102.951325,cluster0,1
75,-114.654325,88.11882,36.315615,-111.911448,-225.086653,30.521427,138.989631,132.038015,224.718089,49.242588,cluster0,1
76,-84.393059,61.097637,78.482458,-112.129889,-221.813022,108.441032,223.279799,144.792656,220.110364,162.781863,cluster0,0
77,-34.852941,18.788835,43.562673,-74.22542,-141.643361,94.748994,172.492825,102.334959,162.74138,134.571475,cluster1,0
78,-1.796389,0.728429,32.280822,-44.291024,-105.262895,92.146883,144.559853,84.016358,128.86426,147.490955,cluster1,0
79,-28.076318,7.12352,53.368654,-96.823847,-183.586073,142.392941,244.405062,103.643291,183.351949,225.635178,cluster0,1
80,-189.382951,177.266961,39.568718,-212.773907,-449.177767,45.302351,232.432951,203.573117,376.526316,152.002162,cluster0,1
81,-37.653168,32.768946,19.102694,-48.66694,-97.824264,35.769786,89.825758,57.442415,100.20389,52.985922,cluster1,0
82,-148.163135,126.2657,31.998336,-135.648122,-286.553876,10.2449,146.358669,159.009816,273.640344,29.532637,cluster0,1
83,-66.975561,2.985603,234.550855,-209.942572,-369.070675,398.228962,634.225791,235.963796,350.845726,652.581812,cluster0,1
84,-65.475531,67.258082,4.687463,-68.864155,-158.051063,6.797463,74.421923,40.323648,107.487021,56.868046,cluster1,1
85,-128.056925,118.361293,31.461991,-126.88406,-277.133504,24.110574,154.891523,151.544177,260.926571,62.16947,cluster0,0
86,2.309775,-14.695385,71.9137,-65.341694,-125.470271,167.38568,234.355452,106.483136,151.809633,245.592952,cluster1,1
87,-78.694339,65.125858,21.998655,-86.134011,-182.653845,26.074813,115.835594,90.659693,168.082703,54.900363,cluster1,1
88,-16.18522,13.093775,7.052269,-26.745096,-55.860719,24.949837,53.076208,30.242816,57.112923,42.394188,cluster1,1
89,-39.114624,33.11914,26.915095,-46.026852,-85.506166,36.696583,84.460646,44.834076,78.134056,51.187255,cluster1,1
90,-30.445411,15.728116,44.049927,-93.087271,-194.39565,112.819801,216.683891,123.719141,198.703389,190.270848,cluster0,0
91,-189.457192,176.398697,35.694811,-186.675688,-390.671754,23.231376,197.771009,163.232187,315.587867,94.187025,cluster0,1
92,-141.281064,123.614827,55.970801,-153.738895,-338.524612,53.960539,216.824499,193.285796,320.611535,123.010568,cluster0,1
93,34.517193,-45.32813,63.531965,-40.336631,-81.490576,170.777154,217.59947,121.216565,153.705996,217.169866,cluster1,0
94,-34.449616,4.188505,103.553774,-127.089002,-240.405985,209.892948,340.019172,144.726413,228.239093,349.049077,cluster0,1
95,1.141985,-10.506717,78.266128,-79.03187,-175.40181,175.651982,267.662684,163.199545,225.183294,269.642364,cluster0,0
96,-125.217598,90.16071,54.138848,-158.458713,-311.302157,98.119523,250.599573,210.458976,338.962957,137.221336,cluster0,1
97,25.648331,-39.600186,61.616377,-70.054069,-144.626184,195.292712,269.353697,165.811945,225.68913,263.396285,cluster0,0
98,-126.467764,99.735315,48.848388,-128.438114,-261.462277,47.364844,172.380199,162.4328,264.537583,72.06551,cluster0,0
99,7.616332,-42.709354,95.953905,-64.430999,-88.242758,194.005661,266.821225,91.212573,125.618016,250.113627,cluster1,1
100,-92.573698,80.385853,26.39618,-106.842481,-221.209426,40.012816,149.93992,109.636598,201.934205,79.185865,cluster0,1
101,-114.743422,102.798218,22.000469,-98.475394,-212.623087,0.155842,99.672936,102.214359,188.397492,23.193352,cluster0,1
102,-5.848846,-26.340624,109.14888,-89.783704,-136.940307,217.857927,316.48793,114.179412,161.06372,292.409034,cluster0,1
103,5.197023,-29.701702,53.060628,-56.841656,-89.452647,142.698955,206.021361,94.896288,137.466789,181.071015,cluster1,0
104,18.862891,-50.708565,141.425691,-81.44351,-118.258262,267.538735,361.567183,128.017513,158.57341,355.625133,cluster0,1
105,-115.985323,98.014303,28.439494,-105.670436,-221.485157,14.244429,119.302284,122.48396,212.088579,31.582108,cluster0,0
106,-34.775485,-31.381808,45.597059,-102.125417,-207.475115,121.814293,226.594562,73.997832,177.753489,296.578882,cluster0,1
107,10.062092,-21.834307,27.811846,-16.183899,-15.136095,66.640933,86.047552,28.632253,37.613387,77.979356,cluster1,0
108,-40.171431,29.819121,38.285466,-56.296185,-110.979443,59.008616,124.376004,50.891186,93.529363,91.508791,cluster1,1
109,-119.127099,111.075552,17.412374,-110.809779,-243.94217,1.262841,116.454744,109.247015,208.852228,35.503347,cluster0,1
110,-51.497079,51.13169,47.574745,-87.74988,-202.498766,83.921389,181.802322,128.699599,201.073249,142.344585,cluster0,0
111,-70.47297,64.945002,8.685428,-62.29214,-134.48008,4.727408,67.451186,69.427044,126.856408,14.133017,cluster1,0
112,-95.510305,74.037313,78.309171,-143.637745,-300.269318,139.558387,288.490229,224.268645,340.130186,206.714574,cluster0,0
113,-24.260148,-23.306326,118.409007,-139.36462,-240.517706,260.385381,389.577499,150.748895,240.17529,446.030558,cluster0,1
114,-147.140827,135.707915,29.256598,-140.526285,-305.35842,13.492291,148.469768,154.431719,272.739496,50.731905,cluster0,1
115,14.806531,-18.50095,27.896252,-17.293629,-35.346217,74.363175,95.775967,48.614245,66.740397,94.614285,cluster1,0
116,-124.885035,103.166138,29.081859,-101.410931,-213.454648,1.515821,98.24821,121.196459,203.191627,3.1041,cluster0,0
117,-75.086148,62.482905,29.880262,-115.711094,-239.059481,78.687766,205.256217,140.773913,244.758027,131.815138,cluster0,0
118,-18.886136,-23.187225,152.221284,-85.235915,-109.02153,242.904371,346.825893,99.228145,124.394503,317.430993,cluster0,1
119,-159.101207,145.959463,56.497791,-186.462311,-411.308294,70.706496,272.94881,213.998528,371.226397,164.119093,cluster0,0
120,-18.265113,-8.087547,91.787626,-64.717996,-94.406939,150.664956,223.042283,83.696999,111.880459,199.234106,cluster1,1
121,-5.960758,-11.667467,61.291825,-47.186544,-76.774429,119.115279,177.032808,63.454524,92.835562,157.084544,cluster1,1
122,-126.005531,110.833295,17.976259,-113.559901,-246.373406,-4.218963,100.583563,106.09568,204.337473,34.15445,cluster0,1
123,-79.785721,63.437929,37.79754,-100.901292,-202.27141,62.42625,164.865995,128.822164,209.792436,96.712412,cluster0,0
124,-64.20431,51.34079,39.942318,-76.273067,-139.85453,52.930561,121.272348,62.86229,116.061678,85.563416,cluster1,1
125,-41.039234,37.196786,3.918883,-36.473541,-79.105789,-0.680121,32.587859,34.426523,66.689721,2.963433,cluster1,0
126,-136.173506,125.924608,22.569272,-123.990796,-266.904389,3.268141,128.751409,134.216729,238.955594,33.816047,cluster0,0
127,-218.63577,189.483077,53.300222,-204.487755,-437.191814,33.094792,219.751227,226.226637,400.954928,104.826795,cluster0,1
128,-157.907005,137.880962,40.237508,-161.945472,-344.192421,33.766716,189.209071,165.842173,303.606121,97.362312,cluster0,1
129,-214.335112,181.212014,181.747773,-302.495533,-606.753576,264.286862,573.943399,233.827475,437.661592,488.781264,cluster0,1
130,-133.20415,109.946719,31.697085,-118.621348,-240.85532,15.393652,124.861428,136.804404,233.072161,28.744697,cluster0,1
131,-14.194888,-6.839157,34.928563,-54.377859,-88.803249,94.675017,146.74907,72.985628,113.808834,118.714188,cluster1,0
132,-137.136631,126.161463,52.455124,-149.13346,-330.312528,56.10322,213.651215,184.892819,311.385036,115.775558,cluster0,1
133,-174.911227,147.867214,39.574274,-153.964507,-326.819693,5.240807,154.476533,175.526502,302.188345,27.665269,cluster0,1
134,-75.317121,68.346236,12.219436,-62.711051,-139.476643,-8.636439,53.430942,62.804557,120.210342,2.702384,cluster1,1
135,-10.600512,-19.675534,56.620196,-58.7182,-87.652124,128.075487,190.098144,88.873699,128.954281,154.459225,cluster1,1
136,-91.800822,81.578719,18.044914,-91.509031,-191.065506,16.452837,106.390373,97.965072,176.748584,38.088049,cluster1,0
137,-179.22373,140.951654,47.314857,-159.882034,-324.10742,22.141056,171.812719,202.281605,331.961686,31.697507,cluster0,1
138,-15.338287,-8.227549,75.093751,-68.595529,-109.760384,145.639292,224.787945,85.988203,125.063543,188.599177,cluster1,0
139,-35.527045,15.155159,60.940893,-60.341827,-101.005541,94.664909,160.457342,71.855802,104.779769,115.673262,cluster1,0
140,-161.036516,132.566542,43.795012,-152.357443,-308.672116,32.060884,177.006203,175.313726,296.98857,57.193311,cluster0,1
141,-15.167132,9.184861,10.097812,-20.383121,-42.056404,18.262725,43.029254,23.066105,44.808081,28.386135,cluster1,1
142,62.406608,-82.284761,106.253129,-55.869654,-98.487469,262.277468,338.204061,159.532378,191.309225,365.934017,cluster0,0
143,-84.647637,71.817195,31.56569,-101.409539,-213.441983,46.598531,155.471912,106.289763,197.1665,92.022323,cluster0,0
144,-49.749739,32.902012,75.815862,-120.177716,-256.024193,162.67604,289.809372,200.477771,297.197479,280.853382,cluster0,0
145,-161.069466,148.050058,17.583163,-191.756611,-431.252694,20.571179,194.82305,133.845732,299.030104,161.252687,cluster0,1
146,-42.153126,18.027196,67.652018,-70.130929,-118.133928,102.795001,179.279321,77.580469,116.856616,128.457702,cluster1,0
147,-151.818515,130.740835,35.73464,-160.421189,-329.761251,45.030068,200.503371,172.442538,306.848605,96.362543,cluster0,1
148,-79.180856,72.720907,14.700953,-79.311056,-171.486838,7.023374,85.663556,74.266476,142.809961,28.913006,cluster1,1
149,-49.067856,4.465585,182.044651,-138.548088,-213.986153,295.531717,447.67136,138.008583,199.039988,414.576751,cluster0,1
150,-80.767466,81.562758,6.245979,-74.101708,-170.365184,-9.123335,69.560483,69.565013,137.990116,12.133825,cluster1,1
151,-35.387488,28.908504,16.814649,-43.891883,-88.136796,27.445556,72.768409,53.819508,90.328987,34.972557,cluster1,0
152,-213.423508,200.446063,35.425611,-208.664434,-441.946154,19.067309,220.565597,205.902561,380.158121,87.794501,cluster0,0
153,-27.103357,29.476585,10.418614,-40.181735,-89.131794,26.475784,71.551328,33.674751,71.867667,53.504331,cluster1,0
154,-63.836657,47.818766,31.542463,-63.22801,-122.732501,38.074195,97.777258,65.278314,116.462953,61.095897,cluster1,1
155,-143.327994,125.634605,39.916236,-131.974709,-280.634288,18.250539,148.011846,131.388706,241.796712,60.976415,cluster0,1
156,72.686261,-121.623685,109.819562,-54.784518,-106.253245,233.128999,340.112616,112.953306,154.583473,457.983918,cluster0,1
157,-109.691822,96.813101,35.591606,-117.930102,-245.853068,33.81931,151.459956,120.69236,214.845155,69.072668,cluster0,1
158,-117.11838,103.484732,26.857041,-104.479706,-225.513618,4.703404,110.422427,113.211767,201.705033,25.024421,cluster0,0
159,-158.622057,127.665202,76.65781,-169.569125,-363.58657,75.975137,250.50229,241.438957,373.877734,146.643857,cluster0,1
160,-73.926863,69.129562,17.517122,-73.136111,-160.286705,8.347103,86.862709,72.986542,136.085157,27.626934,cluster1,0
161,-103.567832,75.250601,47.761654,-128.899761,-254.766455,78.68931,208.628584,161.101289,267.924173,119.455201,cluster0,0
162,-30.533685,-11.884238,140.820354,-97.626729,-139.583601,240.833127,346.388765,107.871556,150.055966,334.644414,cluster0,1
163,-17.439508,16.497912,31.658889,-49.063266,-119.709943,68.953848,129.387045,80.762391,126.401977,113.104067,cluster1,0
164,-194.890242,182.742926,30.25068,-189.113803,-413.562255,13.671108,208.948441,193.37016,358.185025,79.176328,cluster0,1
165,-38.061369,36.249092,8.760927,-47.842193,-102.238609,17.820652,69.986801,49.053724,92.50063,31.962993,cluster1,0
166,-62.222298,38.904788,76.873515,-108.112194,-206.149799,135.150829,246.605579,119.313027,195.612452,210.461331,cluster0,1
167,-150.937471,140.606185,44.889749,-157.921215,-348.616608,46.096465,212.862218,200.452801,334.266688,103.736754,cluster0,0
168,-13.634431,-20.926218,106.744069,-55.876897,-59.14025,168.066113,234.371116,61.91966,74.296188,202.487771,cluster1,0
169,-28.742125,23.914491,18.619448,-32.63539,-69.048719,27.922129,66.164546,37.214331,65.647863,39.560602,cluster1,1
170,-16.071461,-0.924678,50.872526,-54.91259,-88.42712,101.297797,158.522702,68.152982,103.011629,130.447157,cluster1,0
171,-107.041367,94.212626,24.096062,-116.137133,-248.957507,32.340426,149.421453,117.788184,222.903654,81.986254,cluster0,1
172,-101.13265,90.582864,28.817265,-103.138063,-218.482874,26.513189,133.275923,112.258745,200.423332,57.733782,cluster0,0
173,2.654066,-10.475127,26.660562,-42.896648,-82.714788,86.779522,131.442077,78.359858,115.378423,108.62038,cluster1,1
174,-15.180734,4.344305,21.371718,-41.858103,-75.815577,57.153359,104.4683,52.120749,87.742516,78.234435,cluster1,0
175,1.933341,-6.913419,59.404496,-50.992968,-107.267106,124.207986,185.515885,104.278283,139.858596,175.594573,cluster1,1
176,-195.887972,162.508047,58.249813,-185.598669,-377.664062,38.9952,210.077099,220.380178,363.276178,67.9372,cluster0,1
177,44.262346,-68.410222,37.110603,-40.092551,-50.566627,154.496477,195.205765,92.626027,125.789359,185.277302,cluster1,0
178,-152.796611,131.245867,35.773084,-156.31249,-328.781408,34.245278,181.497518,159.144104,290.375759,88.812895,cluster0,1
179,-153.904063,144.055304,17.427716,-140.768792,-305.20115,-5.384496,136.194218,141.176596,266.580964,38.409088,cluster0,1
180,-66.493287,58.965792,12.806083,-75.644263,-171.321632,26.42824,105.259352,45.698156,126.258317,93.707414,cluster1,1
181,-27.721561,22.997186,20.859486,-34.993301,-69.845017,30.195358,70.1474,37.448627,66.684848,43.701078,cluster1,0
182,-115.97418,50.087816,288.562372,-263.255193,-464.846032,452.809955,746.844606,278.529703,419.915154,700.551504,cluster0,1
183,-113.967319,91.03746,46.368469,-129.26232,-267.841473,55.940764,190.093542,151.3901,258.604893,105.199962,cluster0,0
184,-175.708618,157.51513,27.12907,-164.318088,-339.60048,6.970651,156.953965,174.051868,309.346546,38.771321,cluster0,1
185,-21.694248,-26.898977,195.818879,-130.68098,-193.381608,341.252029,488.209064,167.115475,220.050098,464.704585,cluster0,1
186,-176.409919,153.424953,32.649605,-150.471145,-323.49971,-5.823386,137.760603,162.902376,290.212626,24.482354,cluster0,1
187,-101.712359,85.675854,31.653378,-121.898959,-252.257085,54.615247,181.775683,151.9555,256.284296,90.592608,cluster0,0
188,-159.379659,152.372761,43.589182,-202.017809,-436.37997,69.553474,259.035552,205.841055,364.960036,193.002834,cluster0,1
189,-82.315986,66.485673,49.942815,-136.60513,-284.122326,106.94931,232.703416,117.479858,232.571871,209.204758,cluster0,1
190,-236.670958,222.314921,38.929049,-225.049063,-491.264791,-4.343019,223.311916,239.983741,419.728617,40.140828,cluster0,1
191,-16.325137,-25.228441,140.541326,-143.362064,-234.630004,307.620067,444.437505,172.572481,257.844011,447.710245,cluster0,1
192,-101.932592,90.757916,27.09205,-107.203383,-229.624912,21.306129,130.437891,120.6993,207.460944,41.648254,cluster0,0
193,-102.971817,93.213471,28.76262,-97.504828,-207.997648,18.360164,122.53429,106.717399,189.889735,43.761659,cluster0,0
194,-178.409897,158.717967,59.569474,-186.688265,-400.923426,52.635383,254.777369,192.502082,351.400026,131.042792,cluster0,0
195,35.55072,-55.893639,57.222783,-34.814306,-44.681103,159.72168,200.287377,83.961599,106.071427,196.171824,cluster1,0
196,-159.952907,146.961664,39.805103,-168.696953,-357.164647,38.723989,192.053745,169.213042,306.060032,104.95284,cluster0,1
197,-104.034243,85.566793,36.80499,-111.940913,-235.597804,44.236492,160.061711,118.425478,216.337674,92.372214,cluster0,1
198,-4.68978,-54.097751,228.136952,-114.148698,-140.433662,363.331768,502.789001,153.37669,176.271036,471.6757,cluster0,0
199,-55.430003,49.33432,11.765737,-54.298179,-117.528874,7.374847,62.517803,54.182909,103.015131,19.369358,cluster1,1
200,-11.154268,-2.585965,27.872108,-49.370208,-90.62079,86.222434,131.456295,74.084132,112.424693,108.178327,cluster1,0
201,-75.801403,48.465631,54.933326,-108.515563,-209.137024,95.863279,206.153375,147.30169,232.381906,127.343472,cluster0,0
202,2.770312,-8.055886,109.6117,-117.634949,-276.875234,251.142739,381.884735,278.545399,368.919513,426.040702,cluster0,1
203,-72.132403,41.694172,106.287853,-151.288312,-294.46174,185.980633,352.559657,190.167832,289.068325,269.721769,cluster0,1
204,-21.491266,-2.928578,72.069019,-67.858704,-111.601663,135.448833,209.027437,87.855893,129.365874,176.165107,cluster1,1
205,-184.790331,171.736596,24.805522,-186.432125,-405.248774,14.07318,199.87279,170.923928,337.117399,93.713287,cluster0,1
206,-23.803602,7.467148,45.804719,-45.173388,-71.537539,75.642324,124.105883,48.980286,76.622586,96.911359,cluster1,0
207,-46.125698,41.565953,8.385974,-36.599231,-82.067358,3.718711,42.351731,38.47597,74.568762,9.989396,cluster1,0
208,-187.362013,166.60038,36.067289,-186.62646,-389.731958,30.279102,203.092332,168.748835,326.704348,108.679523,cluster0,1
209,-111.166175,96.676978,33.869154,-117.063242,-247.961844,26.760266,139.788156,135.864248,224.272132,41.914416,cluster0,0
210,-5.827176,-18.263332,83.758111,-49.059944,-61.68549,144.8198,204.43704,60.291263,76.6256,180.150837,cluster1,0
211,-147.691188,129.614052,25.871974,-138.070163,-290.060179,10.436771,137.896909,138.7673,256.521532,49.777756,cluster0,1
212,-5.736117,-48.355156,222.494271,-123.97445,-174.701108,366.141772,517.10056,180.312741,217.901879,486.334577,cluster0,1
213,33.481646,-69.366835,110.140336,-93.718648,-160.991967,270.266656,377.516375,176.512619,241.103933,375.169766,cluster0,1
214,-38.7745,29.525691,11.905701,-41.149267,-83.355959,15.684503,56.61974,50.561271,88.050752,18.585197,cluster1,0
215,12.765919,-41.335982,79.451459,-73.584868,-119.872346,197.293102,276.577453,135.392433,182.853047,246.263037,cluster0,0
